src/compact/test-contracts/primitives/bytes/map/slice_composition/bytes_map_slice_composition.compact	ok	
src/compact/test-contracts/primitives/bytes/map/to_bytes/bytes_map_to_bytes.compact	ok	
src/compact/test-contracts/primitives/bytes/map/transformation/bytes_map_transformation.compact	ok	
src/compact/test-contracts/primitives/bytes/slice/basic/bytes_slice_basic.compact	ok	
src/compact/test-contracts/primitives/bytes/slice/empty/bytes_slice_empty.compact	ok	
src/compact/test-contracts/primitives/bytes/spread/basic/bytes_spread_basic.compact	ok	
src/compact/test-contracts/primitives/bytes/spread/empty/bytes_spread_empty.compact	ok	
src/compact/test-contracts/primitives/bytes/spread/multiple/bytes_spread_multiple.compact	ok	
src/compact/test-contracts/primitives/bytes/spread/nested/bytes_spread_nested.compact	ok	
src/compact/test-contracts/primitives/bytes/spread/rejects_non_bytes/bytes_spread_rejects_non_bytes.compact	fail	Exception: bytes_spread_rejects_non_bytes.compact line 17 char 22:
src/example-bboard/contract/src/bboard.compact	fail	Exception: bboard.compact line 16 char 1:
src/example-counter/contract/src/counter.compact	ok	
src/oz-compact-contracts/contracts/src/access/AccessControl.compact	ok	
src/oz-compact-contracts/contracts/src/access/Ownable.compact	ok	
src/oz-compact-contracts/contracts/src/access/ShieldedAccessControl.compact	ok	
src/oz-compact-contracts/contracts/src/access/ZOwnablePK.compact	ok	
src/oz-compact-contracts/contracts/src/access/test/mocks/MockAccessControl.compact	ok	
src/oz-compact-contracts/contracts/src/access/test/mocks/MockOwnable.compact	ok	
src/oz-compact-contracts/contracts/src/access/test/mocks/MockShieldedAccessControl.compact	ok	
src/oz-compact-contracts/contracts/src/access/test/mocks/MockZOwnablePK.compact	ok	
src/oz-compact-contracts/contracts/src/archive/ShieldedToken.compact	fail	Exception: ShieldedToken.compact line 114 char 98:
src/oz-compact-contracts/contracts/src/archive/test/mocks/MockShieldedToken.compact	fail	Exception: MockShieldedToken.compact line 18 char 3:
src/oz-compact-contracts/contracts/src/crypto/EcdhMask.compact	fail	Exception: EcdhMask.compact line 148 char 22:
src/oz-compact-contracts/contracts/src/crypto/ElGamal.compact	fail	Exception: ElGamal.compact line 120 char 12:
src/oz-compact-contracts/contracts/src/crypto/test/mocks/MockCurveOps.compact	fail	Exception: MockCurveOps.compact line 16 char 10:
src/oz-compact-contracts/contracts/src/crypto/test/mocks/MockEcdhMask.compact	fail	Exception: EcdhMask.compact line 148 char 22:
src/oz-compact-contracts/contracts/src/crypto/test/mocks/MockElGamal.compact	fail	Exception: ElGamal.compact line 120 char 12:
src/oz-compact-contracts/contracts/src/multisig/ForwarderPrivate.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/ForwarderShielded.compact	ok	
